Identity_Type	Identifier
DiseaseOrPhenotypicFeature	D029242
SequenceVariant	m|SUB|G|11778|A
GeneOrGeneProduct	4538
GeneOrGeneProduct	57794
GeneOrGeneProduct	8731
GeneOrGeneProduct	221662
CellLine	CVCL_C462
GeneOrGeneProduct	144195
GeneOrGeneProduct	6513
GeneOrGeneProduct	6514
GeneOrGeneProduct	6515
GeneOrGeneProduct	6517
DiseaseOrPhenotypicFeature	D044584
DiseaseOrPhenotypicFeature	D018275
OrganismTaxon	1587
ChemicalEntity	D014269
ChemicalEntity	C016162
GeneOrGeneProduct	10780
GeneOrGeneProduct	285440
SequenceVariant	rs1398007
SequenceVariant	rs1053094
SequenceVariant	rs56413992
SequenceVariant	rs13146272
SequenceVariant	rs3736455
ChemicalEntity	C574276
DiseaseOrPhenotypicFeature	D061387
OrganismTaxon	813
GeneOrGeneProduct	10087
GeneOrGeneProduct	259230
GeneOrGeneProduct	166929
SequenceVariant	p|SUB|E|16|A
ChemicalEntity	D010767
DiseaseOrPhenotypicFeature	D002690
ChemicalEntity	D002368
ChemicalEntity	C015262
ChemicalEntity	C015301
ChemicalEntity	C004544
DiseaseOrPhenotypicFeature	D001167
OrganismTaxon	300414
OrganismTaxon	13422
GeneOrGeneProduct	3004
ChemicalEntity	C066957
CellLine	CVCL_0186
CellLine	CVCL_0428
ChemicalEntity	C002701
ChemicalEntity	C072239
GeneOrGeneProduct	57187
GeneOrGeneProduct	114836
GeneOrGeneProduct	6604
GeneOrGeneProduct	6602
ChemicalEntity	D014451
ChemicalEntity	C024640
ChemicalEntity	C024639
GeneOrGeneProduct	1164
GeneOrGeneProduct	9787
GeneOrGeneProduct	9840
SequenceVariant	rs4374022
GeneOrGeneProduct	2319
CellLine	CVCL_1561
GeneOrGeneProduct	868
GeneOrGeneProduct	510953
GeneOrGeneProduct	514682
GeneOrGeneProduct	281938
GeneOrGeneProduct	281343
ChemicalEntity	C058667
GeneOrGeneProduct	3481
GeneOrGeneProduct	3482
DiseaseOrPhenotypicFeature	C565277
ChemicalEntity	C000600259
SequenceVariant	p|SUB|Q|276|-
SequenceVariant	p|SUB|S|264|R
SequenceVariant	p|SUB|T|283|A
ChemicalEntity	C573944
CellLine	CVCL_0126
ChemicalEntity	C034475
GeneOrGeneProduct	57062
GeneOrGeneProduct	5987
DiseaseOrPhenotypicFeature	D008080
DiseaseOrPhenotypicFeature	D008477
ChemicalEntity	D012263
GeneOrGeneProduct	22042
GeneOrGeneProduct	216892
CellLine	CVCL_0D74
DiseaseOrPhenotypicFeature	D019767
GeneOrGeneProduct	8205
DiseaseOrPhenotypicFeature	D001019
DiseaseOrPhenotypicFeature	D000094629
GeneOrGeneProduct	3988
SequenceVariant	rs758493597
SequenceVariant	c|DEL|207|C
GeneOrGeneProduct	760
GeneOrGeneProduct	859
ChemicalEntity	D008777
ChemicalEntity	C028108
ChemicalEntity	C028163
DiseaseOrPhenotypicFeature	D065630
CellLine	CVCL_0229
ChemicalEntity	C033479
ChemicalEntity	C551151
ChemicalEntity	C001215
DiseaseOrPhenotypicFeature	D005885
ChemicalEntity	C047757
ChemicalEntity	C028005
ChemicalEntity	C533538
ChemicalEntity	C118701
ChemicalEntity	C501466
CellLine	CVCL_6459
GeneOrGeneProduct	12450
ChemicalEntity	C518299
ChemicalEntity	C586537
GeneOrGeneProduct	20646
GeneOrGeneProduct	27756
GeneOrGeneProduct	116748
GeneOrGeneProduct	72290
GeneOrGeneProduct	11603
GeneOrGeneProduct	7443
GeneOrGeneProduct	1027
GeneOrGeneProduct	5889
GeneOrGeneProduct	5890
GeneOrGeneProduct	5892
DiseaseOrPhenotypicFeature	D049914
SequenceVariant	rs28934578
SequenceVariant	rs376824528
SequenceVariant	rs912203557
SequenceVariant	rs121908700
GeneOrGeneProduct	856436
GeneOrGeneProduct	51602
GeneOrGeneProduct	4809
DiseaseOrPhenotypicFeature	D019701
GeneOrGeneProduct	29927
ChemicalEntity	C117218
CellLine	CVCL_8792
ChemicalEntity	D064791
GeneOrGeneProduct	140803
GeneOrGeneProduct	54822
DiseaseOrPhenotypicFeature	D013611
ChemicalEntity	D000606
ChemicalEntity	D005944
ChemicalEntity	D006595
DiseaseOrPhenotypicFeature	OMIM:614922
DiseaseOrPhenotypicFeature	D008271
OrganismTaxon	78355
OrganismTaxon	436397
GeneOrGeneProduct	12399
GeneOrGeneProduct	861
GeneOrGeneProduct	860
SequenceVariant	rs1424371682
OrganismTaxon	106654
GeneOrGeneProduct	14971909
DiseaseOrPhenotypicFeature	D017511
GeneOrGeneProduct	666060
GeneOrGeneProduct	14685
GeneOrGeneProduct	107146
GeneOrGeneProduct	666060
GeneOrGeneProduct	59020
GeneOrGeneProduct	76123
DiseaseOrPhenotypicFeature	D015877
ChemicalEntity	C010272
DiseaseOrPhenotypicFeature	C536735
SequenceVariant	rs5743708
SequenceVariant	rs4986790
DiseaseOrPhenotypicFeature	D000151
ChemicalEntity	D004049
OrganismTaxon	6251
DiseaseOrPhenotypicFeature	D004605
DiseaseOrPhenotypicFeature	C538358
OrganismTaxon	6253
ChemicalEntity	C059715
GeneOrGeneProduct	1378
ChemicalEntity	C003181
OrganismTaxon	326968
GeneOrGeneProduct	89891
GeneOrGeneProduct	3796
DiseaseOrPhenotypicFeature	D012779
ChemicalEntity	C115643
GeneOrGeneProduct	6324
SequenceVariant	rs786205830(Expired)
SequenceVariant	c|SUB|G|3|C
DiseaseOrPhenotypicFeature	C565809
ChemicalEntity	D005277
GeneOrGeneProduct	16783
GeneOrGeneProduct	13033
GeneOrGeneProduct	54525
ChemicalEntity	C121481
ChemicalEntity	C571114
ChemicalEntity	C041525
GeneOrGeneProduct	23064
DiseaseOrPhenotypicFeature	C537308
DiseaseOrPhenotypicFeature	C566550
GeneOrGeneProduct	5393
ChemicalEntity	C018588
GeneOrGeneProduct	14573
GeneOrGeneProduct	12803
GeneOrGeneProduct	122953
GeneOrGeneProduct	100130776
GeneOrGeneProduct	116986
GeneOrGeneProduct	5729
ChemicalEntity	C020972
DiseaseOrPhenotypicFeature	D002607
SequenceVariant	c|SUB|G|121|A
ChemicalEntity	C093701
GeneOrGeneProduct	338707
GeneOrGeneProduct	83397
GeneOrGeneProduct	12406
GeneOrGeneProduct	4218
GeneOrGeneProduct	4218
GeneOrGeneProduct	10890
ChemicalEntity	D000838
SequenceVariant	p|SUB|M||C
GeneOrGeneProduct	144501
GeneOrGeneProduct	406989
CellLine	CVCL_0037
GeneOrGeneProduct	31581
SequenceVariant	p|SUB|F|12|G
GeneOrGeneProduct	126393
GeneOrGeneProduct	19663
ChemicalEntity	C474837
OrganismTaxon	3496
ChemicalEntity	C542297
GeneOrGeneProduct	10092
ChemicalEntity	D004051
ChemicalEntity	D003993
ChemicalEntity	C025605
ChemicalEntity	C008301
GeneOrGeneProduct	373156
GeneOrGeneProduct	6374
DiseaseOrPhenotypicFeature	C535424
GeneOrGeneProduct	10320
GeneOrGeneProduct	1120
GeneOrGeneProduct	10987
GeneOrGeneProduct	51650
ChemicalEntity	C093444
ChemicalEntity	C025984
ChemicalEntity	C103850
DiseaseOrPhenotypicFeature	D015814
GeneOrGeneProduct	25360
ChemicalEntity	D013972
CellLine	CVCL_0265
GeneOrGeneProduct	113894
GeneOrGeneProduct	114558
GeneOrGeneProduct	298575
GeneOrGeneProduct	360827
GeneOrGeneProduct	362245
GeneOrGeneProduct	56816
GeneOrGeneProduct	64862
GeneOrGeneProduct	64862
GeneOrGeneProduct	113894
GeneOrGeneProduct	298575
GeneOrGeneProduct	56816
GeneOrGeneProduct	25309
GeneOrGeneProduct	266610
ChemicalEntity	C013551
GeneOrGeneProduct	2066
ChemicalEntity	D010389
OrganismTaxon	375288
OrganismTaxon	47678
SequenceVariant	p|FS|E|318|R|87
GeneOrGeneProduct	3669
GeneOrGeneProduct	24182
ChemicalEntity	C000711730
ChemicalEntity	C059041
GeneOrGeneProduct	843560
GeneOrGeneProduct	818481
GeneOrGeneProduct	103172
GeneOrGeneProduct	17748
GeneOrGeneProduct	17750
GeneOrGeneProduct	14325
GeneOrGeneProduct	20250
GeneOrGeneProduct	68603
GeneOrGeneProduct	13121
GeneOrGeneProduct	208715
GeneOrGeneProduct	110196
GeneOrGeneProduct	20303
GeneOrGeneProduct	20306
GeneOrGeneProduct	17857
GeneOrGeneProduct	231655
GeneOrGeneProduct	15957
GeneOrGeneProduct	20847
DiseaseOrPhenotypicFeature	D010001
GeneOrGeneProduct	9034
GeneOrGeneProduct	1230
GeneOrGeneProduct	1232
ChemicalEntity	D002722
ChemicalEntity	C121325
ChemicalEntity	C009947
ChemicalEntity	C036720
ChemicalEntity	C030386
ChemicalEntity	C476540
ChemicalEntity	C001579
ChemicalEntity	C548887
OrganismTaxon	1596
CellLine	CVCL_Z093
GeneOrGeneProduct	1203
OrganismTaxon	44689
DiseaseOrPhenotypicFeature	D009472
DiseaseOrPhenotypicFeature	C575534
GeneOrGeneProduct	1520
GeneOrGeneProduct	10724
GeneOrGeneProduct	4241
GeneOrGeneProduct	84991
OrganismTaxon	35924
ChemicalEntity	C432511
ChemicalEntity	C458179
ChemicalEntity	C044946
GeneOrGeneProduct	403838
ChemicalEntity	C052133
GeneOrGeneProduct	403656
GeneOrGeneProduct	607616
ChemicalEntity	C025614
ChemicalEntity	D004295
GeneOrGeneProduct	3751
GeneOrGeneProduct	23040
DiseaseOrPhenotypicFeature	D057108
ChemicalEntity	C559147
DiseaseOrPhenotypicFeature	OMIM:211750
DiseaseOrPhenotypicFeature	D004696
SequenceVariant	p|SUB|T|716|I
SequenceVariant	p|SUB|S|982|A
SequenceVariant	p|SUB|D|1118|H
GeneOrGeneProduct	498840
CellLine	CVCL_3537
GeneOrGeneProduct	299827
SequenceVariant	p|SUB|V|61|F
ChemicalEntity	C034532
ChemicalEntity	C045130
GeneOrGeneProduct	11309
CellLine	CVCL_0397
GeneOrGeneProduct	1544
CellLine	CVCL_YU20
CellLine	CVCL_Z372
SequenceVariant	p|SUB|M|706|L
GeneOrGeneProduct	9074
GeneOrGeneProduct	9080
GeneOrGeneProduct	478
SequenceVariant	rs606231435
GeneOrGeneProduct	476
ChemicalEntity	C121358
GeneOrGeneProduct	535
GeneOrGeneProduct	149998
DiseaseOrPhenotypicFeature	D007948
ChemicalEntity	C009524
OrganismTaxon	62139
GeneOrGeneProduct	12737
GeneOrGeneProduct	21872
GeneOrGeneProduct	21873
GeneOrGeneProduct	12944
GeneOrGeneProduct	27471
DiseaseOrPhenotypicFeature	C563237
GeneOrGeneProduct	6550
GeneOrGeneProduct	9368
GeneOrGeneProduct	9351
GeneOrGeneProduct	7430
ChemicalEntity	D044242
ChemicalEntity	C067188
ChemicalEntity	C012905
ChemicalEntity	C029536
DiseaseOrPhenotypicFeature	D018270
ChemicalEntity	D010714
SequenceVariant	p|Allele|L|251
SequenceVariant	p|SUB|L|251|R
ChemicalEntity	D014312
ChemicalEntity	C008317
SequenceVariant	rs4244285
SequenceVariant	rs12248560
ChemicalEntity	D002997
SequenceVariant	rs35829419
SequenceVariant	rs4848306
ChemicalEntity	C021304
ChemicalEntity	C012771
ChemicalEntity	C005563
ChemicalEntity	C073870
ChemicalEntity	D014295
SequenceVariant	p|Allele|N|224
DiseaseOrPhenotypicFeature	D020152
SequenceVariant	p|SUB|E|227|K
SequenceVariant	p|SUB|N|224|H
GeneOrGeneProduct	12501
DiseaseOrPhenotypicFeature	C535509
DiseaseOrPhenotypicFeature	C538437
GeneOrGeneProduct	5294
GeneOrGeneProduct	5336
ChemicalEntity	D009240
GeneOrGeneProduct	11129
DiseaseOrPhenotypicFeature	D004402
GeneOrGeneProduct	22142
GeneOrGeneProduct	269587
GeneOrGeneProduct	241447
ChemicalEntity	D002216
GeneOrGeneProduct	11491
GeneOrGeneProduct	100101613
GeneOrGeneProduct	100009455
GeneOrGeneProduct	100008899
GeneOrGeneProduct	100343352
GeneOrGeneProduct	100008993
GeneOrGeneProduct	100009000
GeneOrGeneProduct	55366
DiseaseOrPhenotypicFeature	D010922
ChemicalEntity	D017298
ChemicalEntity	D009248
ChemicalEntity	C060343
ChemicalEntity	D017311
SequenceVariant	rs373822756
SequenceVariant	c|DEL|3700_3704|
SequenceVariant	rs137852769
SequenceVariant	c|DEL|1032|T
GeneOrGeneProduct	7827
DiseaseOrPhenotypicFeature	D009298
GeneOrGeneProduct	246
DiseaseOrPhenotypicFeature	D004408
GeneOrGeneProduct	28898
GeneOrGeneProduct	4830
GeneOrGeneProduct	7764
ChemicalEntity	C023764
ChemicalEntity	C095489
GeneOrGeneProduct	443421
GeneOrGeneProduct	443483
GeneOrGeneProduct	443512
GeneOrGeneProduct	100101231
GeneOrGeneProduct	101107975
GeneOrGeneProduct	101119602
GeneOrGeneProduct	101108052
GeneOrGeneProduct	101112423
GeneOrGeneProduct	18563
GeneOrGeneProduct	5885
CellLine	CVCL_1695
GeneOrGeneProduct	170743
GeneOrGeneProduct	170744
ChemicalEntity	C402365
ChemicalEntity	C445068
ChemicalEntity	C012843
ChemicalEntity	C057154
GeneOrGeneProduct	338048
GeneOrGeneProduct	281740
GeneOrGeneProduct	281507
GeneOrGeneProduct	536911
GeneOrGeneProduct	617566
GeneOrGeneProduct	281254
GeneOrGeneProduct	281867
GeneOrGeneProduct	530430
GeneOrGeneProduct	784894
GeneOrGeneProduct	407217
GeneOrGeneProduct	281172
ChemicalEntity	C019101
ChemicalEntity	C024565
SequenceVariant	rs2244613
ChemicalEntity	D015773
SequenceVariant	rs71647871
GeneOrGeneProduct	51716
ChemicalEntity	D005468
DiseaseOrPhenotypicFeature	C565201
GeneOrGeneProduct	80152
GeneOrGeneProduct	6749
GeneOrGeneProduct	387103
DiseaseOrPhenotypicFeature	C537425
DiseaseOrPhenotypicFeature	D016706
GeneOrGeneProduct	91875
DiseaseOrPhenotypicFeature	C563400
DiseaseOrPhenotypicFeature	D013064
DiseaseOrPhenotypicFeature	D007706
DiseaseOrPhenotypicFeature	D020803
DiseaseOrPhenotypicFeature	C565579
OrganismTaxon	837
DiseaseOrPhenotypicFeature	D014086
GeneOrGeneProduct	5091
ChemicalEntity	D016912
SequenceVariant	rs1048943
SequenceVariant	rs28371725
SequenceVariant	rs7830
GeneOrGeneProduct	25149
ChemicalEntity	C111420
ChemicalEntity	D012978
DiseaseOrPhenotypicFeature	D002385
CellLine	CVCL_5731
ChemicalEntity	D011710
ChemicalEntity	C005044
ChemicalEntity	C041112
GeneOrGeneProduct	79912
ChemicalEntity	D002217
ChemicalEntity	C000632826
CellLine	CVCL_JK36
GeneOrGeneProduct	12578
DiseaseOrPhenotypicFeature	D009916
DiseaseOrPhenotypicFeature	D014883
DiseaseOrPhenotypicFeature	C563594
GeneOrGeneProduct	5467
GeneOrGeneProduct	5468
DiseaseOrPhenotypicFeature	C567258
GeneOrGeneProduct	571
ChemicalEntity	C577914
ChemicalEntity	C527741
ChemicalEntity	C000611951
ChemicalEntity	C041509
OrganismTaxon	1755443
ChemicalEntity	C018206
CellLine	CVCL_4V94
GeneOrGeneProduct	3576
GeneOrGeneProduct	3569
SequenceVariant	p|DEL|69_70|HY
SequenceVariant	p|DEL|144|Y
GeneOrGeneProduct	543313
ChemicalEntity	D012835
GeneOrGeneProduct	4116
GeneOrGeneProduct	55110
GeneOrGeneProduct	1647
GeneOrGeneProduct	5664
DiseaseOrPhenotypicFeature	D016657
GeneOrGeneProduct	7222
CellLine	CVCL_0357
ChemicalEntity	D047310
DiseaseOrPhenotypicFeature	D009385
ChemicalEntity	D015127
ChemicalEntity	C042810
ChemicalEntity	C046175
ChemicalEntity	C008450
ChemicalEntity	C017515
ChemicalEntity	C024829
DiseaseOrPhenotypicFeature	D012805
DiseaseOrPhenotypicFeature	D013789
DiseaseOrPhenotypicFeature	D001998
DiseaseOrPhenotypicFeature	D006971
ChemicalEntity	C003959
CellLine	CVCL_C1M0
GeneOrGeneProduct	23796
GeneOrGeneProduct	30878
ChemicalEntity	C041004
ChemicalEntity	D008299
ChemicalEntity	C000595209
ChemicalEntity	C000595215
SequenceVariant	p|SUB|T|315|I
DiseaseOrPhenotypicFeature	C538190
SequenceVariant	rs575862721
GeneOrGeneProduct	84023
DiseaseOrPhenotypicFeature	D056627
ChemicalEntity	C487890
DiseaseOrPhenotypicFeature	D010532
GeneOrGeneProduct	6196
SequenceVariant	c|SUB|A|17|T
ChemicalEntity	C000629715
ChemicalEntity	C111599
GeneOrGeneProduct	115653
GeneOrGeneProduct	11148
GeneOrGeneProduct	126259
GeneOrGeneProduct	5777
GeneOrGeneProduct	7409
GeneOrGeneProduct	850647
GeneOrGeneProduct	852870
GeneOrGeneProduct	852697
GeneOrGeneProduct	118
GeneOrGeneProduct	2784
SequenceVariant	rs17833172
SequenceVariant	rs3775067
SequenceVariant	rs4963516
SequenceVariant	rs1263359
SequenceVariant	rs4961
SequenceVariant	rs4963
GeneOrGeneProduct	2492
SequenceVariant	rs6166
SequenceVariant	rs6165
SequenceVariant	p|SUB|S||S
SequenceVariant	p|SUB|S||N
SequenceVariant	p|SUB|N||N
ChemicalEntity	D011740
ChemicalEntity	D011725
ChemicalEntity	C000600736
ChemicalEntity	D007657
GeneOrGeneProduct	1326
GeneOrGeneProduct	3376
DiseaseOrPhenotypicFeature	D000307
SequenceVariant	rs797044610
GeneOrGeneProduct	551
GeneOrGeneProduct	1816
GeneOrGeneProduct	13492
ChemicalEntity	D018818
GeneOrGeneProduct	1812
SequenceVariant	rs10774671
SequenceVariant	rs1131454
DiseaseOrPhenotypicFeature	C564486
GeneOrGeneProduct	2120
GeneOrGeneProduct	861
ChemicalEntity	D000069502
GeneOrGeneProduct	9437
GeneOrGeneProduct	3802
DiseaseOrPhenotypicFeature	D001471
CellLine	CVCL_1843
CellLine	CVCL_6F78
DiseaseOrPhenotypicFeature	C537006
OrganismTaxon	58218
OrganismTaxon	58216
SequenceVariant	p|SUB|D|32|A
SequenceVariant	p|SUB|E|34|A
SequenceVariant	p|SUB|W|230|A
SequenceVariant	p|SUB|H|12|A
SequenceVariant	p|SUB|H|47|A
GeneOrGeneProduct	68039
GeneOrGeneProduct	230101
DiseaseOrPhenotypicFeature	C564336
GeneOrGeneProduct	12012
DiseaseOrPhenotypicFeature	D013341
SequenceVariant	rs397514698(Expired)
SequenceVariant	rs121913492
SequenceVariant	p|SUB|C|9|X
CellLine	CVCL_0307
ChemicalEntity	D013852
ChemicalEntity	C000710654
ChemicalEntity	C056599
DiseaseOrPhenotypicFeature	C535563
GeneOrGeneProduct	300260
GeneOrGeneProduct	59328
GeneOrGeneProduct	114766
ChemicalEntity	D010400
ChemicalEntity	C000604580
SequenceVariant	p|SUB|V|395|D
SequenceVariant	p|SUB|W|535|L
ChemicalEntity	C508735
OrganismTaxon	5537
OrganismTaxon	82508
SequenceVariant	p|SUB|S|663|P
DiseaseOrPhenotypicFeature	D010483
GeneOrGeneProduct	54106
GeneOrGeneProduct	7099
SequenceVariant	rs4986791
SequenceVariant	rs187084
SequenceVariant	rs5743836
OrganismTaxon	333760
OrganismTaxon	333761
DiseaseOrPhenotypicFeature	D012003
SequenceVariant	c|SUB|T|2534|C
SequenceVariant	p|SUB|L||S
SequenceVariant	p|SUB|L|845|S
ChemicalEntity	C001899
GeneOrGeneProduct	330
CellLine	CVCL_ZV99
DiseaseOrPhenotypicFeature	D000082242
DiseaseOrPhenotypicFeature	D056824
GeneOrGeneProduct	117194
GeneOrGeneProduct	243979
CellLine	CVCL_0387
ChemicalEntity	D003189
DiseaseOrPhenotypicFeature	D012393
GeneOrGeneProduct	6249
GeneOrGeneProduct	6480
DiseaseOrPhenotypicFeature	D060831
SequenceVariant	rs6783836
SequenceVariant	rs3887925
DiseaseOrPhenotypicFeature	D000081003
GeneOrGeneProduct	64398
ChemicalEntity	D020058
GeneOrGeneProduct	8767
GeneOrGeneProduct	381022
DiseaseOrPhenotypicFeature	D008584
DiseaseOrPhenotypicFeature	D017042
ChemicalEntity	D045725
ChemicalEntity	C008677
GeneOrGeneProduct	825109
GeneOrGeneProduct	831207
GeneOrGeneProduct	56419
GeneOrGeneProduct	55288
GeneOrGeneProduct	59040
GeneOrGeneProduct	230484
GeneOrGeneProduct	22034
ChemicalEntity	C579787
ChemicalEntity	D011084
DiseaseOrPhenotypicFeature	C535464
ChemicalEntity	D013498
CellLine	CVCL_W280
GeneOrGeneProduct	7010
GeneOrGeneProduct	2696
GeneOrGeneProduct	9340
GeneOrGeneProduct	14526
GeneOrGeneProduct	21687
ChemicalEntity	D006923
GeneOrGeneProduct	3036
DiseaseOrPhenotypicFeature	D055732
DiseaseOrPhenotypicFeature	D023903
DiseaseOrPhenotypicFeature	D018333
GeneOrGeneProduct	494324
GeneOrGeneProduct	8359
GeneOrGeneProduct	8370
GeneOrGeneProduct	8366
OrganismTaxon	1506577
ChemicalEntity	D010627
CellLine	CVCL_4350
ChemicalEntity	D001545
ChemicalEntity	D010042
ChemicalEntity	C054625
GeneOrGeneProduct	299357
GeneOrGeneProduct	717
GeneOrGeneProduct	5199
GeneOrGeneProduct	81494
GeneOrGeneProduct	1604
OrganismTaxon	11118
OrganismTaxon	11138
GeneOrGeneProduct	9695
GeneOrGeneProduct	10956
GeneOrGeneProduct	23710
GeneOrGeneProduct	19713
GeneOrGeneProduct	2674
GeneOrGeneProduct	9672
GeneOrGeneProduct	14417
GeneOrGeneProduct	1576
GeneOrGeneProduct	1577
DiseaseOrPhenotypicFeature	D036821
GeneOrGeneProduct	221895
DiseaseOrPhenotypicFeature	D018203
GeneOrGeneProduct	5252
GeneOrGeneProduct	2737
ChemicalEntity	D005054
ChemicalEntity	C000727036
GeneOrGeneProduct	75604
DiseaseOrPhenotypicFeature	C537189
GeneOrGeneProduct	6664
GeneOrGeneProduct	20666
ChemicalEntity	D010047
ChemicalEntity	D018793
GeneOrGeneProduct	53603
GeneOrGeneProduct	541307
GeneOrGeneProduct	17833
DiseaseOrPhenotypicFeature	D052958
GeneOrGeneProduct	406884
GeneOrGeneProduct	406885
DiseaseOrPhenotypicFeature	D006945
SequenceVariant	rs121912438
GeneOrGeneProduct	2846
DiseaseOrPhenotypicFeature	D015004
OrganismTaxon	11089
CellLine	CVCL_J039
GeneOrGeneProduct	6886
GeneOrGeneProduct	30686
GeneOrGeneProduct	572528
GeneOrGeneProduct	213053
GeneOrGeneProduct	23516
ChemicalEntity	C530716
GeneOrGeneProduct	407006
GeneOrGeneProduct	42693
DiseaseOrPhenotypicFeature	D014062
GeneOrGeneProduct	6310
GeneOrGeneProduct	11135
GeneOrGeneProduct	2195
OrganismTaxon	389181
GeneOrGeneProduct	5596
GeneOrGeneProduct	6416
GeneOrGeneProduct	7186
ChemicalEntity	D014131
GeneOrGeneProduct	6671
GeneOrGeneProduct	444985
DiseaseOrPhenotypicFeature	D014435
DiseaseOrPhenotypicFeature	C535952
DiseaseOrPhenotypicFeature	D007079
ChemicalEntity	C052464
SequenceVariant	c|SUB|C|529|T
SequenceVariant	p|SUB|Q|177|X
OrganismTaxon	817
GeneOrGeneProduct	2483
GeneOrGeneProduct	14300
DiseaseOrPhenotypicFeature	D005117
GeneOrGeneProduct	541958
GeneOrGeneProduct	103629582
GeneOrGeneProduct	100285374
GeneOrGeneProduct	4916
CellLine	CVCL_1331
CellLine	CVCL_ZJ87
GeneOrGeneProduct	407030
DiseaseOrPhenotypicFeature	C535334
GeneOrGeneProduct	574282
GeneOrGeneProduct	699567
GeneOrGeneProduct	702602
GeneOrGeneProduct	694860
GeneOrGeneProduct	716980
GeneOrGeneProduct	694856
ChemicalEntity	C008661
GeneOrGeneProduct	56822
GeneOrGeneProduct	29215
ChemicalEntity	D004640
CellLine	CVCL_1092
ChemicalEntity	C578055
ChemicalEntity	C007442
ChemicalEntity	C037689
GeneOrGeneProduct	112376
GeneOrGeneProduct	50528
ChemicalEntity	D014147
GeneOrGeneProduct	5179
SequenceVariant	p|SUB|Y|188|C
GeneOrGeneProduct	3191
GeneOrGeneProduct	5725
GeneOrGeneProduct	58155
GeneOrGeneProduct	434246
SequenceVariant	p|Allele|S|255
SequenceVariant	p|SUB|S|255|A
DiseaseOrPhenotypicFeature	D019189
SequenceVariant	rs3811655
ChemicalEntity	D017666
GeneOrGeneProduct	4128
GeneOrGeneProduct	4129
GeneOrGeneProduct	5009
GeneOrGeneProduct	22809
GeneOrGeneProduct	15357
ChemicalEntity	C000709569
GeneOrGeneProduct	287398
GeneOrGeneProduct	24816
ChemicalEntity	C508711
ChemicalEntity	C051762
GeneOrGeneProduct	15129
GeneOrGeneProduct	12062
GeneOrGeneProduct	54403
OrganismTaxon	39296
CellLine	CVCL_1333
ChemicalEntity	C039602
ChemicalEntity	C007072
ChemicalEntity	C462036
ChemicalEntity	C000615234
GeneOrGeneProduct	3035
SequenceVariant	rs1239341211
SequenceVariant	rs1246368348
SequenceVariant	rs191391414
GeneOrGeneProduct	502531
ChemicalEntity	D006641
GeneOrGeneProduct	13610
GeneOrGeneProduct	52150
GeneOrGeneProduct	13609
GeneOrGeneProduct	13610
GeneOrGeneProduct	13611
GeneOrGeneProduct	14739
GeneOrGeneProduct	94226
ChemicalEntity	D009550
ChemicalEntity	C548679
GeneOrGeneProduct	16190
GeneOrGeneProduct	12703
DiseaseOrPhenotypicFeature	D002178
DiseaseOrPhenotypicFeature	D002180
DiseaseOrPhenotypicFeature	D006529
DiseaseOrPhenotypicFeature	D013163
DiseaseOrPhenotypicFeature	D002178
DiseaseOrPhenotypicFeature	D059606
SequenceVariant	c|SUB|A|866|G
SequenceVariant	p|SUB|Y|289|C
DiseaseOrPhenotypicFeature	D011552
ChemicalEntity	C504072
GeneOrGeneProduct	497672
OrganismTaxon	12253
OrganismTaxon	35625
OrganismTaxon	553691
OrganismTaxon	299721
OrganismTaxon	6303
OrganismTaxon	6306
ChemicalEntity	D013417
ChemicalEntity	C572868
DiseaseOrPhenotypicFeature	D014646
ChemicalEntity	D000108
DiseaseOrPhenotypicFeature	D009443
DiseaseOrPhenotypicFeature	D016862
GeneOrGeneProduct	5053
GeneOrGeneProduct	5805
GeneOrGeneProduct	5860
GeneOrGeneProduct	5092
SequenceVariant	c|DUP|714||
SequenceVariant	p|FS|L|239|T|44
SequenceVariant	c|SUB|G|106-1|T
SequenceVariant	c|SUB|G|214|T
SequenceVariant	p|SUB|G|72|
SequenceVariant	c|DUP|187_189||
SequenceVariant	p|DUP|63|Q|
SequenceVariant	rs370340361
SequenceVariant	rs774307168
SequenceVariant	rs762894736
SequenceVariant	rs1384853803
SequenceVariant	rs569310979
SequenceVariant	rs397518416
